htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price,region_main
villa,Belle Vue Maurel,none,4,3.0,Private Pool,Yes,3.0,2016.0,yes,5.0,no,278.0,422.0,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,14500000.0,North
villa,Pointe aux Sables,none,3,3.0,Private Pool,Yes,3.0,2016.0,no,0.0,no,195.1,325.0,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,6300000.0,West
villa,Tamarin,none,4,3.0,Private Pool,no,0.0,2019.0,no,0.0,no,326.0,450.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,28000000.0,West
villa,Le Morne,none,3,3.0,Private Pool,Yes,0.0,1995.0,yes,0.0,no,300.0,2144.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,29000000.0,West
villa,Pailles,none,3,1.0,no,no,1.0,2016.0,no,0.0,no,106.3,228.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3600000.0,Center
villa,Grand Bay,none,3,4.0,Private Pool,Yes,0.0,2019.0,no,0.0,no,200.0,422.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,11000000.0,North
villa,Flic en Flac,none,2,1.0,Private Pool,Yes,1.0,2012.0,yes,2.0,no,130.0,285.0,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,5700000.0,West
villa,Grand Bay,none,3,1.0,no,Yes,2.0,2019.0,no,0.0,no,140.0,150.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4300000.0,North
villa,Calodyne,none,3,2.0,Private Pool,no,0.0,2016.0,yes,0.0,no,185.0,422.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,6500000.0,North
villa,Péreybère,none,4,4.0,Private Pool,no,0.0,2016.0,no,0.0,no,300.0,650.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,15000000.0,North
villa,Grand Bay,Residential Project,3,2.0,Private Pool,Yes,2.0,2016.0,yes,3.0,no,92.0,270.0,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,4900000.0,North
villa,Grand Bay,none,3,3.0,Private Pool,Yes,4.0,2019.0,no,0.0,no,245.0,361.0,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,15800000.0,North
villa,Bain Boeuf,none,5,2.0,Private Pool,Yes,2.0,2008.0,yes,0.0,no,225.0,450.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,9000000.0,North
villa,Bain Boeuf,none,3,3.0,Common Pool,Yes,0.0,2019.0,no,0.0,no,325.0,380.0,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,13000000.0,North
villa,Grand Bay,none,5,4.0,Private Pool,no,5.0,2014.0,no,0.0,no,300.0,804.0,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,28000000.0,North
villa,Péreybère,none,6,4.0,Common Pool,Yes,4.0,2016.0,no,0.0,no,300.0,350.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,10000000.0,North
villa,Pointe aux Sables,none,4,6.0,Private Pool,Yes,6.0,2016.0,no,0.0,no,337.0,552.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,8800000.0,West
villa,Péreybère,none,2,2.0,Private Pool,Yes,2.0,2016.0,no,0.0,no,135.0,398.0,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,13600000.0,North
villa,Balaclava,none,4,2.0,Private Pool,Yes,2.0,2016.0,no,4.0,no,139.9,837.0,yes,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,9000000.0,North
villa,Black River,none,2,1.0,Common Pool,Yes,2.0,2016.0,no,2.0,no,145.0,675.4,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,6500000.0,West
villa,Tamarin,none,5,4.0,Private Pool,no,4.0,2016.0,no,0.0,no,276.0,627.0,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,14000000.0,West
villa,Pointe aux Piments,RES,2,2.0,Private Pool,Yes,2.0,2011.0,no,0.0,no,80.0,250.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,8960600.0,North
villa,Black River,none,4,3.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,450.0,1392.9,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,27500000.0,West
villa,Grand Bay,none,3,2.0,Private Pool,no,0.0,2012.0,no,0.0,no,200.0,250.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7500000.0,North
villa,Grand Bay,Residential Project,3,2.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,278.7,675.4,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,10200000.0,North
villa,Tamarin,IRS,3,3.0,Private Pool,Yes,0.0,2016.0,yes,0.0,no,733.8,3114.0,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,61697500.0,West
villa,St Antoine,none,3,2.0,Private Pool,Yes,0.0,2014.0,no,0.0,no,280.0,600.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,11500000.0,North
villa,Floréal,none,3,2.0,no,Yes,2.0,2016.0,no,0.0,no,283.0,1562.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,15500000.0,Center
villa,Pointe aux Canonniers,none,3,3.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,230.0,1039.0,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,18000000.0,North
villa,Mont Piton,none,4,4.0,Private Pool,no,5.0,2018.0,no,0.0,no,379.0,1209.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,30000000.0,North
villa,Black River,Residential Project,3,4.0,Private Pool,no,3.0,2016.0,no,0.0,no,135.0,464.0,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,9500000.0,West
villa,Argy,none,4,2.0,Private Pool,Yes,3.0,1997.0,yes,0.0,no,390.0,1013.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,10000000.0,East
villa,Péreybère,PDS,3,2.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,409.0,1159.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,84229853.0,North
villa,Grand Bois,none,5,3.0,no,Yes,3.0,2016.0,yes,0.0,no,371.6,971.0,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,6500000.0,South
villa,Beau Bassin,none,5,1.0,no,no,2.0,1999.0,yes,0.0,no,278.0,285.0,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,6000000.0,Center
villa,Rose Hill,none,3,2.0,no,no,2.0,1993.0,no,0.0,no,139.0,169.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,6500000.0,Center
villa,Tamarin,PDS,3,3.0,Private Pool,Yes,4.0,2016.0,no,0.0,no,318.0,683.0,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,39422700.0,West
villa,Montagne Ory,none,3,2.0,no,no,0.0,2016.0,no,0.0,no,167.2,418.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5400000.0,Center
villa,Albion,RES,3,3.0,Private Pool,Yes,3.0,2019.0,yes,3.0,no,300.0,734.0,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,32500000.0,West
villa,Pointe aux Sables,none,3,2.0,Private Pool,Yes,3.0,2010.0,yes,0.0,no,232.3,360.0,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,6200000.0,West
villa,Flic en Flac,none,4,8.0,Private Pool,Yes,5.0,2016.0,yes,0.0,no,280.0,650.0,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,18000000.0,West
villa,Black River,none,3,2.0,Private Pool,Yes,0.0,2016.0,yes,0.0,no,275.0,627.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,14000000.0,West
villa,Belle Rose (Centre),none,3,2.0,no,no,4.0,2016.0,yes,2.0,no,232.3,209.0,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,5800000.0,Center
villa,Flic en Flac,none,5,2.0,no,no,0.0,2016.0,yes,0.0,no,260.0,570.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9900000.0,West
villa,Floréal,none,5,3.0,no,Yes,3.0,2016.0,yes,0.0,no,500.0,1700.0,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,20000000.0,Center
villa,Cap Malheureux,PDS,2,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,208.0,675.4,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,37343040.0,North
villa,Péreybère,none,4,1.0,Common Pool,Yes,2.0,2008.0,yes,3.0,no,139.4,181.3,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,6600000.0,North
villa,Péreybère,none,3,3.0,Private Pool,Yes,3.0,2016.0,no,0.0,no,259.0,526.0,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,21700000.0,North
villa,Mon Choisy,none,8,4.0,no,no,0.0,2016.0,no,0.0,no,400.0,422.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,11500000.0,North
villa,Balaclava,none,3,2.0,Private Pool,Yes,1.0,2016.0,no,0.0,no,260.0,750.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,20000000.0,North
villa,Péreybère,none,4,3.0,Private Pool,no,0.0,2020.0,no,0.0,no,250.0,1000.0,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,12500000.0,North
villa,Balaclava,none,4,4.0,Private Pool,Yes,3.0,2016.0,no,4.0,no,400.0,844.2,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,11200000.0,North
villa,Tombeau Bay,none,3,3.0,Private Pool,no,0.0,2016.0,no,3.0,no,311.2,1151.4,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,13500000.0,North
villa,Grand Gaube,PDS,4,4.0,Private Pool,Yes,5.0,2016.0,no,0.0,no,307.0,1135.0,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,60624000.0,North
villa,Pointe aux Canonniers,none,4,3.0,no,Yes,3.0,2016.0,no,0.0,no,250.0,708.0,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,11000000.0,North
villa,Grand Gaube,RES,4,4.0,Private Pool,Yes,7.0,2016.0,no,0.0,no,354.0,1076.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,49600000.0,North
villa,Floréal,none,5,2.0,no,no,2.0,1990.0,yes,0.0,no,417.0,2743.0,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,27000000.0,Center
villa,Floréal,none,4,2.0,no,Yes,3.0,2016.0,yes,0.0,no,450.0,4854.2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,35000000.0,Center
villa,Pointe aux Sables,none,6,2.0,no,no,2.0,2016.0,yes,0.0,no,301.0,570.0,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,5900000.0,West
villa,Sodnac,none,4,1.0,no,no,2.0,2016.0,yes,0.0,no,278.7,520.6,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,9800000.0,Center
villa,Quatre Bornes,none,3,1.0,no,Yes,2.0,2016.0,yes,0.0,no,232.3,319.2,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,6500000.0,Center
villa,Rose Hill,none,4,2.0,no,Yes,4.0,2016.0,no,0.0,no,371.6,528.2,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,9900000.0,Center
villa,Calodyne,none,3,2.0,Private Pool,Yes,2.0,2019.0,no,3.0,no,200.0,675.0,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,13500000.0,North
villa,Grand Bay,none,3,2.0,Private Pool,no,2.0,2020.0,no,0.0,no,140.0,280.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,10100000.0,North
villa,Péreybère,RES,4,4.0,Private Pool,Yes,5.0,2017.0,no,0.0,no,334.4,766.0,no,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,35000000.0,North
villa,Quatre Bornes,none,1,1.0,no,no,1.0,2016.0,no,0.0,no,334.5,182.4,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,5200000.0,Center
villa,Floréal,none,4,3.0,no,Yes,3.0,2016.0,no,0.0,no,250.0,1469.0,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,29000000.0,Center
villa,Grand Bay,PDS,2,3.0,Private Pool,Yes,3.0,2019.0,no,0.0,no,160.0,333.0,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,25110000.0,North
villa,Mon Choisy,none,2,2.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,180.0,420.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,11800000.0,North
villa,Black River,RES,3,2.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,258.0,868.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,27950000.0,West
villa,Pointe aux Canonniers,none,3,3.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,220.0,550.0,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,16000000.0,North
villa,Calodyne,none,3,3.0,Private Pool,no,3.0,2016.0,yes,0.0,no,180.0,675.4,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,6500000.0,North
villa,St Antoine,none,4,3.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,220.0,612.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7900000.0,North
villa,St Antoine,none,4,4.0,Private Pool,Yes,4.0,1990.0,no,0.0,no,310.0,930.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,11800000.0,North
villa,Floréal,none,5,2.0,no,no,0.0,1980.0,yes,0.0,no,630.0,2548.0,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,26500000.0,Center
