htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price,region_main
villa,Forest Side,none,5,2.0,no,no,2.0,2016.0,no,0.0,no,241.5,316.6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6300000.0,Center
villa,Péreybère,none,5,4.0,Private Pool,Yes,0.0,2016.0,yes,0.0,no,278.0,684.0,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,16000000.0,North
villa,Tamarin,PDS,3,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,342.0,750.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,41431500.0,West
villa,Tamarin,PDS,3,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,318.0,685.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,38920500.0,West
villa,Grand Bay,RES,4,4.0,Private Pool,no,5.0,2016.0,yes,6.0,no,312.8,800.0,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,59072229.0,North
villa,Grand Bay,PDS,3,4.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,172.0,585.0,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,29279208.0,North
villa,Grand Gaube,PDS,4,4.0,Private Pool,no,5.0,2016.0,no,0.0,no,361.7,1023.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,58000000.0,North
villa,Tamarin,PDS,5,5.0,Private Pool,no,0.0,2016.0,no,0.0,no,548.0,2830.0,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,128061000.0,West
villa,Black River,none,3,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,200.0,745.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,19000000.0,West
villa,Beau Champ,IRS,3,3.0,Private Pool,no,4.0,2016.0,no,0.0,no,241.0,1740.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,57298500.0,East
villa,Pamplemousses,none,3,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,278.7,10000.0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,30000000.0,North
villa,Mon Choisy,IRS,4,8.0,Private Pool,no,0.0,2016.0,yes,0.0,no,512.0,830.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,91124190.0,North
villa,Albion,none,11,2.0,Private Pool,no,0.0,2016.0,no,0.0,no,278.7,577.0,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,6900000.0,West
villa,Grand Gaube,PDS,4,4.0,Private Pool,no,0.0,2016.0,no,0.0,no,341.8,1014.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,54000000.0,North
villa,Péreybère,PDS,3,3.0,Private Pool,Yes,4.0,2020.0,no,0.0,no,255.0,300.0,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,24500000.0,North
villa,Grand Bay,RES,5,3.0,Private Pool,no,4.0,2013.0,yes,5.0,no,420.0,1100.0,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,yes,53500000.0,North
villa,Mont Mascal,RES,3,3.0,Private Pool,Yes,3.0,2020.0,yes,3.0,no,208.6,471.8,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,41340000.0,North
villa,Cap Malheureux,PDS,3,3.0,Private Pool,Yes,3.0,2020.0,yes,3.0,no,301.0,784.0,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,63279514.0,North
villa,Black River,RES,5,5.0,Private Pool,no,0.0,2016.0,no,0.0,no,616.0,1220.0,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,145638000.0,West
villa,Cap Malheureux,PDS,4,4.0,Private Pool,Yes,4.0,2020.0,yes,4.0,no,503.0,743.0,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,107757985.0,North
villa,Camp Fouquereau,none,5,2.0,no,Yes,2.0,2016.0,no,0.0,no,283.0,422.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7000000.0,Center
villa,Curepipe,none,4,1.0,no,Yes,0.0,2016.0,no,0.0,no,278.7,1050.0,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,13900000.0,Center
villa,Grand Bay,PDS,3,3.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,279.0,675.4,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,37665000.0,North
villa,Beau Bassin,none,3,2.0,no,no,0.0,2016.0,yes,0.0,no,148.0,646.0,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,6000000.0,Center
villa,Vacoas,none,5,3.0,Private Pool,Yes,3.0,2016.0,yes,0.0,no,260.0,356.0,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8200000.0,Center
villa,Albion,none,5,3.0,Private Pool,Yes,5.0,2005.0,yes,0.0,no,408.8,760.0,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,13500000.0,West
villa,Vacoas,none,4,3.0,Private Pool,no,3.0,2016.0,no,0.0,no,232.3,1330.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000000.0,Center
villa,Camp Fouquereau,none,5,2.0,no,Yes,2.0,2016.0,no,0.0,no,283.0,422.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,5500000.0,Center
villa,Grand Gaube,none,4,2.0,Private Pool,Yes,3.0,2009.0,yes,0.0,no,300.0,1055.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,16800000.0,North
villa,Péreybère,none,9,2.0,Private Pool,Yes,0.0,2016.0,no,0.0,no,278.7,675.4,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000000.0,North
villa,Tamarin,IRS,4,5.0,Private Pool,Yes,5.0,2016.0,yes,0.0,no,713.0,675.4,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,97865000.0,West
villa,Flic en Flac,none,4,2.0,Private Pool,no,2.0,2012.0,no,0.0,no,249.0,531.0,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,10700000.0,West
villa,Mont Mascal,Residential Project,3,2.0,Private Pool,Yes,2.0,2019.0,no,0.0,no,110.0,250.0,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,6500000.0,North
villa,Union Park,none,2,2.0,no,no,2.0,2016.0,yes,1.0,no,232.3,295.5,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,3300000.0,South
villa,The Vale,none,3,3.0,no,no,3.0,2011.0,yes,3.0,no,278.7,1170.4,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,8500000.0,North
villa,Flic en Flac,none,6,4.0,Private Pool,Yes,4.0,1998.0,yes,0.0,no,357.0,483.0,no,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,15000000.0,West
villa,St Antoine,none,4,3.0,Private Pool,Yes,3.0,2016.0,yes,4.0,no,232.3,376.0,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,11500000.0,North
villa,Roches Brunes,none,5,3.0,no,Yes,4.0,2016.0,no,0.0,no,283.0,342.0,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,7700000.0,Center
villa,Black River,none,2,2.0,Private Pool,Yes,2.0,2016.0,no,0.0,no,151.0,675.4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,10599000.0,West
villa,Péreybère,RES,4,4.0,Private Pool,Yes,5.0,2016.0,yes,0.0,no,359.0,876.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,35656200.0,North
villa,Vacoas,none,3,1.0,no,no,1.0,1995.0,yes,0.0,no,138.4,209.0,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2200000.0,Center
villa,The Vale,RES,4,4.0,Private Pool,no,6.0,2016.0,yes,0.0,no,420.0,1098.0,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,53500000.0,North
villa,Grand Bay,RES,4,4.0,Private Pool,Yes,5.0,2017.0,no,0.0,no,420.0,767.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,39837015.0,North
villa,La Caverne,none,7,2.0,no,no,0.0,2000.0,no,0.0,no,223.0,324.4,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,3950000.0,Center
villa,Coromandel,none,4,2.0,no,Yes,2.0,2016.0,no,0.0,no,396.0,380.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,5900000.0,Center
villa,Péreybère,none,3,3.0,Private Pool,Yes,0.0,1995.0,yes,0.0,no,372.0,940.0,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,10500000.0,North
villa,Haute Rive,IRS,4,4.0,Private Pool,Yes,4.0,2020.0,yes,4.0,Yes,317.0,1070.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,57177700.0,North
villa,Tamarin,PDS,3,3.0,Private Pool,no,4.0,2020.0,no,0.0,no,318.0,685.0,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,38920500.0,West
villa,Calodyne,none,3,3.0,Private Pool,Yes,3.0,2012.0,no,0.0,no,297.3,456.0,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,yes,15000000.0,North
villa,St Antoine,none,4,4.0,Private Pool,Yes,3.0,1970.0,no,0.0,no,308.0,928.0,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,11800000.0,North
villa,Sodnac,none,3,2.0,no,no,0.0,2016.0,no,0.0,no,325.2,513.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10000000.0,Center
villa,Mahébourg,none,5,5.0,Private Pool,no,6.0,2016.0,no,0.0,no,557.4,675.4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,22000000.0,South
villa,Floréal,none,3,2.0,no,no,2.0,2008.0,no,0.0,no,240.0,578.0,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,15000000.0,Center
villa,Albion,none,4,3.0,no,no,3.0,2016.0,no,0.0,no,256.0,398.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7500000.0,West
villa,Mont Mascal,none,3,3.0,Private Pool,no,0.0,2016.0,yes,0.0,no,500.0,12600.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,80000000.0,North
villa,Péreybère,RES,4,4.0,Common Pool,no,0.0,2016.0,yes,0.0,no,359.0,876.0,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,36409500.0,North
villa,Floréal,none,3,2.0,no,no,0.0,2016.0,no,0.0,no,260.0,367.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15500000.0,Center
villa,Black River,PDS,4,4.0,Private Pool,Yes,5.0,2016.0,yes,0.0,no,455.0,912.0,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,99937800.0,West
villa,Tamarin,PDS,4,4.0,Private Pool,Yes,5.0,2016.0,no,0.0,no,342.0,842.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,49717800.0,West
villa,Black River,RES,4,4.0,Private Pool,no,0.0,2016.0,no,0.0,no,287.0,1400.0,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,57753000.0,West
villa,Péreybère,none,2,1.0,Private Pool,no,1.0,2004.0,no,0.0,no,150.0,398.0,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,13600000.0,North
villa,Mon Choisy,RES,3,3.0,Private Pool,no,5.0,2016.0,no,0.0,no,220.0,309.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,31136400.0,North
villa,Mon Choisy,none,4,4.0,Private Pool,no,4.0,2019.0,no,0.0,no,220.0,378.0,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,14000000.0,North
villa,Péreybère,none,3,2.0,Common Pool,no,2.0,1999.0,no,0.0,no,130.1,312.0,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,6500000.0,North
villa,Floréal,none,3,2.0,no,no,2.0,2013.0,no,0.0,no,139.0,201.0,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,10000000.0,Center
villa,Péreybère,PDS,3,3.0,Private Pool,no,3.0,2020.0,no,0.0,no,255.0,400.0,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,24500000.0,North
villa,Quatre Bornes,none,3,3.0,no,no,3.0,2013.0,no,0.0,no,232.0,433.0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,11000000.0,Center
villa,Bain Boeuf,none,4,3.0,Private Pool,Yes,3.0,2006.0,yes,0.0,no,220.0,720.0,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,16000000.0,North
villa,Pointe d'Esny,none,5,2.0,Private Pool,no,0.0,1983.0,no,0.0,no,350.0,1773.0,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,23000000.0,South
villa,Tamarin,none,3,2.0,Private Pool,Yes,2.0,2000.0,yes,3.0,no,204.4,851.2,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,16000000.0,West
villa,Roches Brunes,none,5,3.0,no,Yes,3.0,2016.0,yes,0.0,no,235.0,235.0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,6100000.0,Center
villa,Mont Piton,Residential Project,4,3.0,Private Pool,Yes,4.0,2016.0,yes,0.0,no,515.0,1500.0,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,30000000.0,North
villa,Belle Rose (Est),none,5,3.0,no,no,3.0,1969.0,yes,0.0,no,225.0,502.4,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,4707000.0,East
villa,Vieux Grand Port,RES,4,4.0,Private Pool,Yes,0.0,2016.0,yes,0.0,Yes,380.0,1546.0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,85374000.0,South
villa,Grand Gaube,none,5,3.0,Private Pool,Yes,5.0,2016.0,yes,0.0,no,204.0,1500.0,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,37000000.0,North
villa,Péreybère,none,4,2.0,no,Yes,2.0,2016.0,no,0.0,no,177.0,372.0,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,8500000.0,North
