htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Nb. Rooms,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price
penthouse,"Pointe aux Canonniers, North",G+2,4,4,Common Pool,Yes,5,,no,,,,305.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,Price N/D
penthouse,"Tamarin, West",G+2,3,2,,Yes,,,no,,,,143.0,,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,100,000"
penthouse,"Curepipe, Center",none,3,3,,Yes,3,10,yes,,,,190.0,,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,"8,500,000"
penthouse,"Tamarin, West",RES,3,2,Common Pool,Yes,,,yes,,,,200.0,,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,"24,000,000"
penthouse,"Péreybère, North",G+2,2,2,Private Pool,,,2020,yes,,1.0,,181.0,,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,"17,249,983"
penthouse,"Tamarin, West",RES,3,2,Private Pool,Yes,,,yes,,,,189.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,"23,500,000"
penthouse,"Grand Bay, North",RES,3,3,Private Pool,Yes,,,no,,,,128.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"19,133,820"
penthouse,"Péreybère, North",RES,3,3,Private Pool,,,2018,no,,,,225.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,"40,000,000"
penthouse,"Flic en Flac, West",none,2,1,,Yes,1,2002,no,3,2.0,,115.9,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,"3,990,000"
penthouse,"Pointe aux Canonniers, North",PDS,2,2,Private Pool,Yes,,2019,yes,5,,,152.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"41,060,750"
penthouse,"Pointe aux Canonniers, North",PDS,3,2,Private Pool,Yes,,2019,yes,5,,,188.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"61,910,250"
penthouse,"Péreybère, North",PDS,3,3,Common Pool,Yes,,2020,no,,1.0,,202.0,,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,"23,000,020"
penthouse,"La Preneuse, West",RES,3,3,Common Pool,Yes,3,2014,no,,,,270.0,,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,"27,118,800"
penthouse,"Black River, West",PDS,4,4,Private Pool,Yes,4,2021,no,,,Yes,457.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,"70,000,000"
penthouse,"Ilot Fortier, West",G+2,3,3,Private Pool,Yes,,2018,yes,,,Yes,228.0,,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,"102,951,000"
penthouse,"Grand Bay, North",G+2,3,2,Common Pool,Yes,,2008,no,,1.0,,536.0,,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,"29,800,000"
penthouse,"Grand Bay, North",G+2,3,3,Private Pool,,,2021,no,,,,236.0,,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,"25,000,000"
penthouse,"Tamarin, West",RES,3,3,Private Pool,Yes,4,2016,no,6,,,325.0,,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,"44,000,000"
penthouse,"La Preneuse, West",RES,3,3,Common Pool,Yes,3,,no,,,,253.0,,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,"27,118,800"
penthouse,"Tamarin, West",RES,3,3,Private Pool,Yes,,,yes,,,,325.0,,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"44,000,000"
penthouse,"Bain Boeuf, North",G+2,3,3,Common Pool,,,2021,yes,,1.0,,277.0,,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,"20,000,000"
penthouse,"Péreybère, North",PDS,2,2,Common Pool,Yes,,2020,yes,,1.0,,129.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,"15,956,250"
penthouse,"St Antoine, North",PDS,3,3,Private Pool,,,,no,,,,263.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"37,839,628"
penthouse,"Black River, West",PDS,4,4,Common Pool,,,,no,,,Yes,457.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"78,900,000"
penthouse,"Péreybère, North",RES,3,3,Private Pool,,,2017,no,,,,225.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,"27,369,900"
penthouse,"Black River, West",PDS,4,4,Private Pool,Yes,,,yes,,,,463.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,"120,025,800"
penthouse," Quatre Bornes, Center",none,4,5,Common Pool,Yes,4,,yes,,,,232.0,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,"11,000,000"
penthouse,"Quatre Bornes, Center",none,4,4,Common Pool,Yes,4,,no,,,,375.0,,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,"10,450,000"
penthouse,"Rose Hill, Center",none,3,2,,Yes,2,2015,yes,,,,250.0,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,000,000"
penthouse,"Black River, West",IRS,5,5,Private Pool,Yes,1,,no,,,,754.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,"144,000,000"
penthouse,"Flic en Flac, West",G+2,3,3,Common Pool,Yes,4,2020,no,5,,,290.0,,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"14,500,000"
penthouse,"Haute Rive, North",IRS,4,3,Private Pool,Yes,,,yes,,,Yes,313.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"35,685,000"
penthouse,"Curepipe, Center",none,3,2,,Yes,2,,yes,4,,,141.0,,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,"6,000,000"
penthouse,"Wolmar, West",none,2,2,Private Pool,Yes,,2013,no,,,Yes,186.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,"29,500,000"
penthouse,"Bain Boeuf, North",RES,3,3,Private Pool,Yes,,,no,,,,210.0,,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,"20,200,000"
penthouse,"Black River, West",RES,3,3,,Yes,,,no,,,,145.0,,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,"29,629,800"
penthouse,"Mon Choisy, North",RES,3,3,Private Pool,,,,no,,,,140.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,"26,400,000"
penthouse,"Trou aux Biches, North",G+2,3,2,Common Pool,Yes,3,,no,8,,Yes,230.0,,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,"25,000,000"
penthouse,"Mon Choisy, North",G+2,3,3,Common Pool,,,2020,no,,,,246.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"15,800,000"
penthouse,"Black River, West",RES,4,4,Private Pool,Yes,4,,no,,,,230.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,"63,825,000"
penthouse,"Flic en Flac, West",none,2,1,,Yes,1,,no,5,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"4,000,000"
penthouse,"Tamarin, West",Residential Project,2,,,,,,no,,,Yes,109.0,,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"18,500,000"
penthouse,"Black River, West",none,3,3,Common Pool,Yes,4,,no,4,4.0,,275.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,"33,094,980"
penthouse,"Trou aux Biches, North",PDS,3,2,Private Pool,,,2021,yes,,1.0,,313.0,,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,"52,464,150"
penthouse,"Coromandel, Center",G+2,3,3,,Yes,,2021,no,,,,331.3,,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,"15,500,000"
penthouse,"Grand Bay, North",G+2,3,3,Common Pool,,3,2022,no,,,,209.0,,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"25,000,000"
penthouse,"Sodnac, Center",G+2,3,3,Common Pool,Yes,3,,no,8,,,180.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,"11,000,000"
penthouse,"Sodnac, Center",none,3,3,Common Pool,Yes,3,,no,5,,,180.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,"26,000,000"
penthouse,"Flic en Flac, West",Residential Project,2,1,Common Pool,,,,no,,,,195.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,500,000"
penthouse,"Quatre Bornes, Center",G+2,3,2,,,2,2013,no,,,,200.0,,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"7,500,000"
penthouse,"Sodnac, Center",none,4,2,Common Pool,Yes,2,,no,,,,300.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,"19,000,000"
penthouse,"Quatre Bornes, Center",none,3,3,,Yes,3,,yes,,,,167.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,000,000"
penthouse,"Quatre Bornes, Center",none,4,3,,Yes,3,,yes,,,,338.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"17,800,000"
penthouse,"Quatre Bornes, Center",none,4,2,,Yes,1,,no,,,,396.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,500,000"
penthouse,"Bain Boeuf, North",RES,3,3,Private Pool,Yes,,,no,,,,210.0,,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,"17,500,000"
penthouse,"Black River, West",none,3,3,Private Pool,Yes,,,no,,,Yes,230.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,"25,000,000"
penthouse,"Quatre Bornes, Center",none,3,,,,,,no,,,,500.0,,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"50,000,000"
penthouse,"Moka, Center",G+2,4,3,,Yes,4,,no,,4.0,,278.7,,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,"22,500,000"
penthouse,"Haute Rive, North",PDS,4,4,Private Pool,,,,no,5,,,304.0,,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"47,709,000"
penthouse,"Flic en Flac, West",none,4,4,Common Pool,Yes,4,,no,6,5.0,,300.0,,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,"11,500,000"
penthouse,"Flic en Flac, West",none,3,2,Common Pool,,2,2020,no,4,,,100.0,,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"9,000,000"
penthouse," Black River, West",none,3,3,Private Pool,Yes,,2018,no,,,,175.0,,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,"30,000,000"
penthouse,"Grand Bay, North",RES,3,2,Private Pool,,2,2010,no,,3.0,,116.0,,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"12,200,000"
penthouse,"Quatre Bornes, Center",none,4,3,,Yes,3,,yes,8,,,,,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,"6,000,000"
penthouse,"Ilot Fortier, West",G+2,3,3,Private Pool,Yes,4,2020,yes,,4.0,Yes,486.0,,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,"82,000,000"
penthouse,"Grand Bay, North",none,4,4,Common Pool,Yes,5,,no,11,4.0,Yes,298.0,,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,"56,000,000"
penthouse,"Tamarin, West",G+2,3,3,Private Pool,Yes,,2014,no,,,,270.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"24,000,000"
penthouse,"Quatre Bornes, Center",none,3,2,,,,,no,,,,619.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"15,500,000"
penthouse,"Flic en Flac, West",none,3,,Common Pool,,,,no,,,,120.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,000,000"
penthouse,"Curepipe, Center",none,3,3,,Yes,3,,no,,3.0,,190.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"8,500,000"
penthouse,"Belle Étoile, Center",G+2,3,2,,Yes,,,no,,,,332.0,,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,"15,500,000"
penthouse,"Black River, West",RES,3,3,Private Pool,,,,no,,,Yes,220.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,"54,464,000"
penthouse,"Mon Choisy, North",RES,3,3,Private Pool,Yes,4,2017,no,4,,,219.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,"22,000,000"
penthouse,"Péreybère, North",PDS,2,2,Common Pool,,,,yes,,,,90.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"18,832,500"
penthouse,"La Preneuse, West",RES,3,3,Common Pool,,,,no,,,,146.0,,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,"27,118,800"
penthouse,"Tamarin, West",G+2,3,3,Private Pool,Yes,,2013,no,4,,,180.0,,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,"21,000,000"
penthouse,"Moka, Center",G+2,4,3,,Yes,3,,no,6,,,270.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"22,500,000"
penthouse,"Black River, West",PDS,4,4,Private Pool,,,2021,no,,,Yes,,,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"79,000,000"
penthouse,"Bain Boeuf, North",G+2,3,3,Private Pool,Yes,3,2021,no,7,,,277.1,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,"20,000,000"
